iteracao,endpoint,tempo_resposta
116,logout,0.0839546000061091
117,register,0.2019628999987617
117,login,0.1796596999920439
117,refresh,0.07812910000211559
117,logout,0.06778630000189878
118,register,0.15888109998195432
118,login,0.16016020000097342
118,refresh,0.046226900012698025
118,logout,0.04427470001974143
119,register,0.14350360000389628
119,login,0.21815139998216182
119,refresh,0.1125770999933593
119,logout,0.045111000014003366
120,register,0.1627800000132993
120,login,0.2210971000022255
120,refresh,0.0974737000069581
120,logout,0.13796530000399798
121,register,0.20223490000353195
121,login,0.14860720001161098
121,refresh,0.0581866999855265
121,logout,0.057959600002504885
122,register,0.14442890000646003
122,login,0.12482949998229742
122,refresh,0.04260990000329912
122,logout,0.06927410000935197
123,register,0.17903929998283274
123,login,0.15120029999525286
123,refresh,0.07001820000004955
123,logout,0.07286899999598972
124,register,0.14167290000477806
124,login,0.1374929999874439
124,refresh,0.05838380000204779
124,logout,0.07764370000222698
125,register,0.14682519997586496
125,login,0.12703659999533556
125,refresh,0.0642591999785509
125,logout,0.057032100012293085
126,register,0.21931350001250394
126,login,0.1504995000141207
126,refresh,0.05670840002130717
126,logout,0.06386120000388473
127,register,0.13596029998734593
127,login,0.18463090001023374
127,refresh,0.08508930000243708
127,logout,0.08795710001140833
128,register,0.18241529999068007
128,login,0.21283350000157952
128,refresh,0.10148149999440648
128,logout,0.11703069999930449
129,register,0.14123710000421852
129,login,0.13353690001531504
129,refresh,0.05225209999480285
129,logout,0.05806989999837242
130,register,0.13743599998997524
130,login,0.1271992000110913
130,refresh,0.045211899996502325
130,logout,0.05418700000154786
131,register,0.14694579999195412
131,login,0.14877319999504834
131,refresh,0.04869859997415915
131,logout,0.05719419999513775
132,register,0.1440889000077732
132,login,0.13803449997794814
132,refresh,0.058490099996561185
132,logout,0.06723469999269582
133,register,0.13874070000019856
133,login,0.13691719999769703
133,refresh,0.05665660000522621
133,logout,0.049216499988688156
134,register,0.13286610000068322
134,login,0.13035439999657683
134,refresh,0.06141829999978654
134,logout,0.05792150000343099
135,register,0.1315212000044994
135,login,0.11822740000206977
135,refresh,0.05615260000922717
135,logout,0.055240800022147596
136,register,0.13485319999745116
136,login,0.12498610001057386
136,refresh,0.04910180001752451
136,logout,0.047057999996468425
137,register,0.12803630001144484
137,login,0.12221790000330657
137,refresh,0.042448899999726564
137,logout,0.055335699988063425
138,register,0.1296264999837149
138,login,0.12061919999541715
138,refresh,0.042267799988621846
138,logout,0.08958630001870915
139,register,0.21829499999876134
139,login,0.1928362000035122
139,refresh,0.0709381999913603
139,logout,0.06983900000341237
140,register,0.1627493999840226
140,login,0.16242040001088753
140,refresh,0.08421610001823865
140,logout,0.10185430001001805
141,register,0.19929879999835975
141,login,0.14170139998896047
141,refresh,0.057195200002752244
141,logout,0.07902989999274723
142,register,0.14835820000735112
142,login,0.15262340000481345
142,refresh,0.0686344999994617
142,logout,0.09498270001495257
143,register,0.22263020000536926
143,login,0.20277199998963624
143,refresh,0.11275650002062321
143,logout,0.0690642999834381
144,register,0.1405248999944888
144,login,0.12446429999545217
144,refresh,0.04961280000861734
144,logout,0.054046600009314716
145,register,0.13632699998561293
145,login,0.13493850000668317
145,refresh,0.1140190000005532
145,logout,0.1229590000002645
146,register,0.16359079998801462
146,login,0.12893090001307428
146,refresh,0.04139629998826422
146,logout,0.0609802000108175
147,register,0.1484813999850303
147,login,0.16567669998039491
147,refresh,0.12849890001234598
147,logout,0.11887070001102984
148,register,0.18751710001379251
148,login,0.16916869999840856
148,refresh,0.056415600003674626
148,logout,0.056175499979872257
149,register,0.12701530000776984
149,login,0.12641680001979694
149,refresh,0.07388040001387708
149,logout,0.07155560000683181
150,register,0.18583460000809282
150,login,0.17129820000263862
150,refresh,0.08814629999687895
150,logout,0.07349909999174997
151,register,0.1878335000074003
151,login,0.16551070002606139
151,refresh,0.057755099987844005
151,logout,0.05554820000543259
152,register,0.1407566000125371
152,login,0.25452170000062324
152,refresh,0.07161409998661838
152,logout,0.06346309999935329
153,register,0.14452880001044832
153,login,0.15009459998691455
153,refresh,0.060924199991859496
153,logout,0.06488799999351613
154,register,0.13746749999700114
154,login,0.13011879997793585
154,refresh,0.04227350000292063
154,logout,0.04438170001958497
155,register,0.14271469999221154
155,login,0.209461199992802
155,refresh,0.09771699999691918
155,logout,0.055832100013503805
156,register,0.13088709997828119
156,login,0.10935749998316169
156,refresh,0.0495181999867782
156,logout,0.04428100000950508
157,register,0.12297749999561347
157,login,0.11366140001337044
157,refresh,0.03593899999395944
157,logout,0.052431699994485825
158,register,0.11871880001854151
158,login,0.14044519999879412
158,refresh,0.04302899999311194
158,logout,0.0500002000189852
159,register,0.16335859999526292
159,login,0.15396740002324805
159,refresh,0.06830990000162274
159,logout,0.06442099998821504
160,register,0.15141910000238568
160,login,0.14950309999403544
160,refresh,0.052618600020650774
160,logout,0.07499890000326559
161,register,0.13171019998844713
161,login,0.13415870000608265
161,refresh,0.05030500001157634
161,logout,0.060207100003026426
162,register,0.1614527000056114
162,login,0.16980500001227483
162,refresh,0.0721890999993775
162,logout,0.06831920001422986
163,register,0.16276400000788271
163,login,0.14018260000739247
163,refresh,0.0593572000216227
163,logout,0.06256689998554066
164,register,0.15621500002453104
164,login,0.1612129000131972
164,refresh,0.03983870000229217
164,logout,0.04342400000314228
165,register,0.12533509999047965
165,login,0.1295842999825254
165,refresh,0.0629198000242468
165,logout,0.08414530000300147
166,register,0.20518869999796152
166,login,0.20877319999272004
166,refresh,0.055415599985281006
166,logout,0.04226019998895936
167,register,0.15027879999252036
167,login,0.13478520000353456
167,refresh,0.037594900000840425
167,logout,0.048540900024818256
168,register,0.12907110000378452
168,login,0.1342704999842681
168,refresh,0.040085499989800155
168,logout,0.0718291999946814
169,register,0.16004630000679754
169,login,0.15658919999259524
169,refresh,0.06629620000603609
169,logout,0.06613030002336018
170,register,0.18512499998905696
170,login,0.21339459999580868
170,refresh,0.07467490000999533
170,logout,0.0735370000184048
171,register,0.1503734000143595
171,login,0.14823650001198985
171,refresh,0.04236250001122244
171,logout,0.050581100018462166
172,register,0.1322511000034865
172,login,0.13082109999959357
172,refresh,0.03669969999464229
172,logout,0.05857209998066537
173,register,0.158188200002769
173,login,0.2845297000021674
173,refresh,0.1099110999784898
173,logout,0.07743800000753254
174,register,0.1916106000135187
174,login,0.18153139998321421
174,refresh,0.08349850002559833
174,logout,0.08659099999931641
175,register,0.16365229999064468
175,login,0.14363629999570549
175,refresh,0.043808799993712455
175,logout,0.05873979997704737
176,register,0.1386806000082288
176,login,0.12292139997589402
176,refresh,0.043358599999919534
176,logout,0.043818599981023
177,register,0.13170540001010522
177,login,0.14839439999195747
177,refresh,0.11244769999757409
177,logout,0.08945329999551177
178,register,0.20333940000273287
178,login,0.1610709999804385
178,refresh,0.05742360002477653
178,logout,0.06940649999887682
179,register,0.18712570000207052
179,login,0.1393402999965474
179,refresh,0.03600160000496544
179,logout,0.049649200023850426
180,register,0.1400564000068698
180,login,0.13378490001196042
180,refresh,0.047609000001102686
180,logout,0.04205879999790341
181,register,0.11587830001371913
181,login,0.12723499999265186
181,refresh,0.04808539999066852
181,logout,0.04909000001498498
182,register,0.13279140001395717
182,login,0.12577220000093803
182,refresh,0.04459970002062619
182,logout,0.055291199998464435
183,register,0.14883749998989515
183,login,0.1667040000029374
183,refresh,0.06785439999657683
183,logout,0.05644640000537038
184,register,0.15245100000174716
184,login,0.14504230002057739
184,refresh,0.03660300001502037
184,logout,0.06028149998746812
185,register,0.2331631999986712
185,login,0.29985819998546503
185,refresh,0.10710799999651499
185,logout,0.10145020001800731
186,register,0.3638939000084065
186,login,0.39554759999737144
186,refresh,0.09315739999874495
186,logout,0.6262712000170723
187,register,0.4468629999901168
187,login,0.3726955000020098
187,refresh,0.10074500000337139
187,logout,0.09123240000917576
188,register,0.2996926000050735
188,login,0.28609080001479015
188,refresh,0.10922849999042228
188,logout,0.10918639998999424
189,register,0.28655399999115616
189,login,0.24386999997659586
189,refresh,0.09622020000824705
189,logout,0.07829140001558699
190,register,0.19629379999241792
190,login,0.18963649999932386
190,refresh,0.0806589999992866
190,logout,0.10748129998682998
191,register,0.24278150001191534
191,login,0.25655599997844547
191,refresh,0.13042760000098497
191,logout,0.12584459999925457
192,register,0.22767139997449704
192,login,0.31959099997766316
192,refresh,0.1818498000211548
192,logout,0.20370589999947697
193,register,0.2442616999906022
193,login,0.24773440000717528
193,refresh,0.09514449999551289
193,logout,0.08951140000135638
194,register,0.2553288000053726
194,login,0.20910059998277575
194,refresh,0.0850503999972716
194,logout,0.1066325000138022
195,register,0.21602880000136793
195,login,0.23847819998627529
195,refresh,0.06126979997497983
195,logout,0.06783259997610003
196,register,0.22841360000893474
196,login,0.2658365000097547
196,refresh,0.06694499999866821
196,logout,0.07206109998514876
197,register,0.16806319999159314
197,login,0.15838129998883232
197,refresh,0.04216539999470115
197,logout,0.0574518000066746
198,register,0.1635457999946084
198,login,0.1870397000166122
198,refresh,0.07422969999606721
198,logout,0.07563630002550781
199,register,0.21796949999406934
199,login,0.1813691999996081
199,refresh,0.06018469997798093
199,logout,0.08160070001031272
200,register,0.1713552000001073
200,login,0.16590919997543097
200,refresh,0.06964439997682348
200,logout,0.07229670000378974
201,register,0.21352249998017214
201,login,0.22698539998964407
201,refresh,0.08785470001748763
201,logout,0.13384429999860004
202,register,0.20930309998220764
202,login,0.179491799994139
202,refresh,0.06706869998015463
202,logout,0.07758589999866672
203,register,0.1554644999851007
203,login,0.14720619999570772
203,refresh,0.04316640002070926
203,logout,0.05909130000509322
204,register,0.14878010001848452
204,login,0.13981419999618083
204,refresh,0.04978800000390038
204,logout,0.047832799988100305
205,register,0.1456445999792777
205,login,0.13037590001476929
205,refresh,0.05127940000966191
205,logout,0.05809539998881519
206,register,0.14517920001526363
206,login,0.15238139999564737
206,refresh,0.05465299999923445
206,logout,0.060236699995584786
207,register,0.15738839999539778
207,login,0.1908058999979403
207,refresh,0.0569651999976486
207,logout,0.1127390000037849
208,register,0.21702219999860972
208,login,0.19162100000539795
208,refresh,0.08463399999891408
208,logout,0.07931470000767149
209,register,0.2674385000136681
209,login,0.2589750999759417
209,refresh,0.0749698999861721
209,logout,0.07052860001567751
210,register,0.17066210001939908
210,login,0.15581170000950806
210,refresh,0.05153280001832172
210,logout,0.05885359999956563
211,register,0.15405710000777617
211,login,0.15257689999998547
211,refresh,0.05152840001392178
211,logout,0.056588999985251576
212,register,0.1410042999777943
212,login,0.15729440000723116
212,refresh,0.04608229998848401
212,logout,0.05761250000796281
213,register,0.16144769999664277
213,login,0.15771329999552108
213,refresh,0.055274800019105896
213,logout,0.07812030002241954
214,register,0.21409629998379387
214,login,0.338806800020393
214,refresh,0.09513810000498779
214,logout,0.11420690000522882
215,register,0.17352070001652464
215,login,0.15596619999269024
215,refresh,0.0537008999963291
215,logout,0.04934219998540357
216,register,0.1434253000188619
216,login,0.1534176999994088
216,refresh,0.046689199982210994
216,logout,0.046166100015398115
217,register,0.14493140002014115
217,login,0.14502090000314638
217,refresh,0.053007999988039955
217,logout,0.06689479999477044
218,register,0.16067340000881813
218,login,0.17141219999757595
218,refresh,0.060279900004388765
218,logout,0.07137669998337515
219,register,0.18470470001921058
219,login,0.17160959998727776
219,refresh,0.0720189000130631
219,logout,0.06616640000720508
220,register,0.15637109999079257
220,login,0.15308099999674596
220,refresh,0.05030450000776909
220,logout,0.06000220001442358
221,register,0.14948680001543835
221,login,0.14824590002535842
221,refresh,0.06320730000152253
221,logout,0.07930660000420175
222,register,0.22068649998982437
222,login,0.24585720000322908
222,refresh,0.12316940000164323
222,logout,0.056910499988589436
223,register,0.14932889997726306
223,login,0.1461101999739185
223,refresh,0.06250900001032278
223,logout,0.059487299993634224
224,register,0.19738819997292012
224,login,0.17485220002708957
224,refresh,0.05287349998252466
224,logout,0.053006500005722046
225,register,0.15629789998638444
225,login,0.14856840000720695
225,refresh,0.052587400015909225
225,logout,0.06199049999122508
226,register,0.15346649999264628
226,login,0.161346400011098
226,refresh,0.05159950000233948
226,logout,0.06172949998290278
227,register,0.16413940000347793
227,login,0.13907319999998435
227,refresh,0.048957499995594844
227,logout,0.04263429998536594
228,register,0.1423085999849718
228,login,0.14145510000525974
228,refresh,0.04153099999530241
228,logout,0.05693049999536015
229,register,0.1856555000122171
229,login,0.1794923999987077
229,refresh,0.06591050000861287
229,logout,0.07409660000121221
230,register,0.17817069997545332
230,login,0.1888487999967765
230,refresh,0.05691980000119656
230,logout,0.05094960000133142
231,register,0.14915450001717545
231,login,0.14170460001332685
231,refresh,0.05704139999579638
231,logout,0.0593265000206884
232,register,0.145277299976442
232,login,0.14255389999016188
232,refresh,0.0427804000210017
232,logout,0.04937940000672825
233,register,0.15059550001751631
233,login,0.13967020000563934
233,refresh,0.04249990000971593
233,logout,0.050499600009061396
234,register,0.14122629998018965
234,login,0.13991689999238588
234,refresh,0.049207700008992106
234,logout,0.04873120001866482
235,register,0.15092739998362958
235,login,0.14657300000544637
235,refresh,0.05328110000118613
235,logout,0.04709529998945072
236,register,0.14230479998514056
236,login,0.13408620000700466
236,refresh,0.049918699980480596
236,logout,0.05187860000296496
237,register,0.14078600000357255
237,login,0.1397362000134308
237,refresh,0.04562290001194924
237,logout,0.053897100005997345
238,register,0.17872219998389482
238,login,0.1858598999970127
238,refresh,0.05721200001426041
238,logout,0.07700829999521375
239,register,0.16189059999305755
239,login,0.1604397000046447
239,refresh,0.046680400002514943
239,logout,0.04759479998028837
240,register,0.16162980001536198
240,login,0.14170750000630505
240,refresh,0.041344900004332885
240,logout,0.05116430000634864
241,register,0.14383680000901222
241,login,0.16510139999445528
241,refresh,0.05651719999150373
241,logout,0.06796020001638681
242,register,0.17076509998878464
242,login,0.1610493000189308
242,refresh,0.05151200000545941
242,logout,0.04701889998978004
243,register,0.1427006000012625
243,login,0.14582020000671037
243,refresh,0.04388250000192784
243,logout,0.040919599996414036
244,register,0.13221409998368472
244,login,0.13474660000065342
244,refresh,0.05960919999051839
244,logout,0.06609899998875335
245,register,0.19394379999721423
245,login,0.33361850000801496
245,refresh,0.0869984999881126
245,logout,0.10067659997730516
246,register,0.25272469999617897
246,login,0.16726329998346046
246,refresh,0.048777999996673316
246,logout,0.04681909998180345
247,register,0.15556930002640001
247,login,0.1524546000000555
247,refresh,0.04119459999492392
247,logout,0.05592199999955483
248,register,0.16427370000747032
248,login,0.1832939999876544
248,refresh,0.09206679998897016
248,logout,0.13982780001242645
249,register,0.21022899998934008
249,login,0.20641949999844655
249,refresh,0.09740930001134984
249,logout,0.13828949999879114
250,register,0.19385260000126436
250,login,0.17746550001902506
250,refresh,0.07948169999872334
250,logout,0.07147070000064559
251,register,0.259115799999563
251,login,0.3507798999780789
251,refresh,0.15039229998365045
251,logout,0.1503915999783203
252,register,0.31746670001302846
252,login,0.23653540000668727
252,refresh,0.05876149999676272
252,logout,0.060090100014349446
253,register,0.1975797000050079
253,login,0.2377814999781549
253,refresh,0.08594759998959489
253,logout,0.08719239998026751
254,register,0.18615980001050048
254,login,0.18539630001760088
